LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os01g01960	Os.6597.1.S1_at	Orphans	Drought	--	--	1.7111108	1.0055918	-1.1795207	-1.1795207	1.0431978	1.0431978	-1.0414544	1.0569205	1.0771774	-2.3020046	1.2340254	1.0268840	1.7680820	2.6879098	1.6128036	1.1270070	1.0739084	-1.0002114
LOC_Os08g37400	Os.18046.1.S1_at	zf-HD	--	--	--	-1.0092434	1.0274057	1.0007031	1.0007031	-1.0041255	-1.0041255	-1.0030684	-1.0338890	-1.0020789	1.0098980	-1.0019999	-1.0015088	1.0183692	-1.0030007	-1.0109851	1.0095649	1.0060413	1.0022571
LOC_Os01g01870	Os.30044.1.S1_a_at	bHLH	Salinity;Drought	FT919326;AG024349	--	2.4503682	-4.1567717	-1.3844167	-1.3844167	1.0054556	1.0054556	3.3529317	2.2317830	-2.5776834	-1.1480745	-2.1264410	1.0245736	-3.4956920	-10.9519290	-1.8054975	-2.2309067	-1.0098566	2.9577540
LOC_Os01g60520	OsAffx.21781.1.S1_at	WRKY	Salinity;Drought	--	--	1.0233343	1.0113441	1.1178012	1.1178012	2.6660256	2.6660256	3.5627090	-1.1038054	-1.6586827	1.0161644	-1.0073857	-1.0144156	-1.0382074	-1.0209517	-1.0779384	-8.1284860	-7.1601243	-1.0014476
LOC_Os01g74140	Os.29112.1.S1_at	WRKY	--	--	--	-1.0167027	1.0971421	1.0809987	1.0809987	1.3051444	1.3051444	1.1930448	-1.1398636	1.1145086	1.0141163	-1.0060699	-1.0076401	-1.0152498	-1.0002397	-1.0255963	1.0007479	1.0531366	1.0055718
LOC_Os05g41166	Os.57561.1.S1_at	MYB	--	--	--	-1.0151448	1.6329299	1.0552621	1.0552621	-1.0097446	-1.0097446	-1.0155020	-1.2703747	-1.0295726	-1.0066737	-1.0093551	-1.0114949	-1.0412107	1.0098392	-1.0255069	1.0172255	1.0118905	1.5797757
LOC_Os06g40150	Os.51150.1.S1_s_at	AP2-EREBP	Salinity;Drought	--	--	-1.1550401	-3.9524000	-1.0041221	-1.0041221	1.0701857	1.0701857	-1.2821083	-4.9735737	-1.0128359	1.2367303	-1.0020719	-1.0022407	-1.0241773	-1.0132672	-1.0301737	1.0209345	1.0157051	-2.3131090
LOC_Os02g46940	OsAffx.12531.1.S1_at	G2-like	--	--	--	1.0430351	1.0412807	1.0658292	1.0658292	-1.0509447	-1.0509447	-1.0229001	-1.0446533	1.0078033	-1.1561952	1.0056890	-1.0046521	-1.3328682	-1.1644249	-1.3450054	-1.0009040	1.0132152	1.0037037
LOC_Os03g55610	Os.10328.1.S1_at	C2C2-Dof	Drought	--	--	1.3302807	-1.0579916	-1.1584132	-1.1584132	-1.3748033	-1.3748033	-1.3391514	1.0546167	-1.9927094	-2.6510181	-1.0111479	-1.0057759	-1.0169755	1.0159549	1.0846142	-3.4816246	-2.9610393	1.0662597
LOC_Os11g06130	Os.57573.1.S1_at	PHD	Salinity;Drought	FT906681;FT906353;FT900891;FT903132;FT903131;AG209746;AG021415	--	7.4992046	8.2670900	-1.1750259	-1.1750259	-1.6702064	-1.6702064	-1.4933591	13.1646080	-1.1051726	-8.4505970	3.5489619	3.5172777	11.0081870	45.6258740	4.4420424	4.8834467	2.9809897	1.4544739
LOC_Os07g48200	Os.20963.1.S1_at	ABI3VP1	Drought	--	--	-1.4637635	1.3744512	1.2160997	1.2160997	-1.1497146	-1.1497146	1.0373373	-1.9256855	1.2999274	3.1914182	1.4217974	1.2062670	1.7392645	-1.8807553	1.0065414	-1.0041606	1.0559125	-1.1748202
LOC_Os11g41260	OsAffx.31424.1.S1_at	TRAF	--	--	--	-1.0120293	-1.0016187	1.0024058	1.0024058	-1.0014461	-1.0014461	-1.0040592	-1.0079005	-1.0060322	1.0050006	-1.0022705	-1.0001594	-1.0038661	1.0001203	-1.0019218	1.0038670	1.0031894	-1.0012390
LOC_Os09g37250	OsAffx.6504.1.S1_at	ARID	--	--	--	-1.0171896	1.3546728	-1.0019702	-1.0019702	-1.0039188	-1.0039188	-1.0103266	-1.0326993	-1.0099980	1.0075400	-1.0047214	-1.0052649	-1.1592032	-1.3211730	-1.1232665	1.0282097	1.0126184	-1.0536020
LOC_Os11g04960	OsAffx.6999.1.S1_at	NAC	--	--	AG021040;CU322859	-1.0138241	-1.0063726	1.0024778	1.0024778	-1.0038662	-1.0038662	-1.0031476	-1.0736647	-1.0047841	-1.0144961	-1.0085309	-1.0043124	-1.0094552	1.0039587	-1.0088085	1.0174981	1.0099294	1.0943763
LOC_Os02g55560	Os.13743.1.S1_at	DBP	Salinity;Drought	--	--	2.4027538	1.7027001	-1.9788594	-1.9788594	-1.6146846	-1.6146846	-1.2079583	1.4512888	-2.1587129	-3.3001770	-1.2033292	1.6440679	1.3239571	1.8399487	-1.2472110	4.1335063	-2.7740383	1.8821611
LOC_Os06g30810	OsAffx.27891.1.A1_at	MADS	--	--	--	-1.0113146	1.0123998	-1.0026417	-1.0026417	-1.0014040	-1.0014040	-1.0053176	1.0518836	-1.0006357	1.0109742	-1.0013844	-1.0003290	-1.0066067	1.0113982	-1.0071783	1.0077733	1.0034685	1.0048499
LOC_Os03g31240	Os.54553.1.S1_at	C2H2	--	--	--	-1.0176796	1.0677124	-1.0035205	-1.0035205	1.0161399	1.0161399	-1.0132601	-1.0252115	1.0594991	1.0094374	-1.0065432	-1.0034744	-1.0396568	1.0226367	-1.0058124	1.0347003	-1.0120639	1.1853603
LOC_Os02g13520	Os.7355.1.S1_at	AUX/IAA	Salinity;Drought	--	--	-1.8794465	1.2899531	1.2016268	1.2016268	1.1785102	1.1785102	1.0419129	-2.1135390	1.1662862	1.1947802	-1.0008948	1.0045938	-1.0637898	1.1176752	-1.4778798	-2.7512343	-2.0581360	-4.0302390
LOC_Os04g39520	OsAffx.4030.1.S1_at	C2H2	--	--	--	-1.0162818	1.0360914	1.0022385	1.0022385	-1.0014154	-1.0014154	-1.0043350	-1.0965052	-1.0068532	1.0114025	-1.0027290	-1.0204024	-1.0198863	1.0475770	-1.0186111	1.0127764	1.0405691	1.0021175
LOC_Os01g64410	OsAffx.23914.1.S1_at	OFP	--	--	--	-1.0615166	1.0605754	-1.0016998	-1.0016998	1.0013370	1.0013370	-1.0031980	1.0030832	-1.0026348	-1.7272137	-1.0024909	-1.0012426	-1.0135208	-1.0015409	-1.0101908	1.0032263	1.0053896	-1.2344713
LOC_Os04g51320	Os.27946.1.S1_at	Trihelix	Salinity;Drought	--	--	4.9643600	-2.8316276	-1.2453642	-1.2453642	1.2717849	1.2717849	1.0338697	9.7190860	-1.4688325	-9.5605650	1.3374078	1.4964218	4.4142914	3.5111628	2.7301890	1.1514938	-1.3105735	1.5150288
LOC_Os11g02480	Os.33990.1.S1_at	WRKY	Drought	--	--	1.4700996	-1.1565878	-1.6699257	-1.6699257	-1.0477406	-1.0477406	-1.0370487	1.7705145	-1.4879274	-2.1062636	1.2204243	1.1636056	5.7813750	9.6706830	4.3759940	-2.1549750	-2.2518601	1.2202916
LOC_Os03g29760	Os.10440.1.S1_a_at	CCAAT	Drought	--	--	-1.9717317	1.0013640	1.2117509	1.2117509	1.5804125	1.5804125	1.1039511	-1.3429979	1.2714686	2.2315357	-1.7296028	-1.2524399	1.8432926	-1.6489923	1.4969409	1.0723674	1.3914315	-1.7575521
LOC_Os06g01934	Os.9332.1.S1_at	HB	Salinity;Drought	FT894050	--	-3.6531425	-1.9200257	-1.0165548	-1.0165548	-1.0057795	-1.0057795	-1.0211680	-1.3707821	-1.0206962	5.1170100	-4.0070944	-3.0846837	-7.8292027	-20.5677810	-8.1021960	1.0206655	-1.0082872	-1.0517660
LOC_Os02g43820	Os.38982.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	5.2969580	-1.0173444	-1.0247325	-1.0247325	1.0012491	1.0012491	1.0271833	4.5078360	-1.0000433	-14.4105730	14.6651140	15.4606220	11.5347780	34.0133200	5.2461863	-1.0976439	1.0029762	2.8625824
LOC_Os06g25610	OsAffx.31802.2.S1_at	FAR1	--	--	--	-1.0260218	1.1606977	-1.0013633	-1.0013633	-1.0029213	-1.0029213	-1.0146781	-1.4176747	-1.0200806	1.0172273	-1.0068429	-1.0284284	-1.1136314	-1.0195290	-1.0988967	1.0326507	1.0221936	1.0004394
LOC_Os02g48270	OsAffx.2997.1.S1_at	LOB	--	--	--	-1.0085420	1.1297385	-1.0004092	-1.0004092	-1.0017110	-1.0017110	-1.0039606	-1.2659730	-1.0069187	1.0049380	1.0531293	-1.0317186	-1.0235469	1.0297887	-1.0383586	1.0194949	-1.0028793	-1.0029202
LOC_Os11g24550	OsAffx.31110.1.S1_at	TRAF	--	--	--	-1.0017995	1.0070893	-1.0044279	-1.0044279	1.0350454	1.0350454	-1.0026262	-1.0393959	-1.0079422	1.0126033	1.0020763	-1.0052197	1.0114369	-1.0282611	-1.0362931	1.0098070	1.0057577	-1.0076704
LOC_Os04g11830	Os.53807.1.S2_at	TCP	--	--	CU325309	-1.0224221	1.0595645	-1.0012126	-1.0012126	-1.0169245	-1.0169245	-1.0054234	-1.0789812	1.0133932	1.0177749	1.5500321	1.5613544	1.1829836	-1.0113719	1.5620711	1.0146086	1.0091658	1.8364832
LOC_Os05g32270	Os.49193.1.S1_at	AP2-EREBP	Salinity;Drought	FT929228;ER893719;CU315361	--	-1.5148547	-1.2337965	1.3290514	1.3290514	1.1638228	1.1638228	-1.0496540	-2.5876515	-1.1111583	-1.5809469	-1.2571070	-1.1642821	1.0710793	1.0919096	-1.3503231	-1.6405743	1.5851597	3.7055652
LOC_Os02g06950	OsAffx.24145.1.S1_at	NAC	--	--	--	-1.0220362	1.1321741	-1.0063646	-1.0063646	1.0066075	1.0066075	-1.0064551	-1.1244396	-1.0072486	1.0139410	-1.0078890	-1.0119681	-1.0075177	1.0054454	-1.0356340	1.0110049	1.0111067	1.0005695
LOC_Os01g21120	Os.8031.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	3.9628030	-3.0292456	-1.8354883	-1.8354883	-3.2912605	-3.2912605	1.2513355	6.5500820	1.4036553	-9.6192980	-2.1731384	-2.5450895	-1.8669020	1.1707668	-1.4321833	-30.6558150	-195.9057000	2.1454031
LOC_Os08g19650	Os.5992.1.S1_at	HB	Drought	--	--	1.0273404	-1.3497958	-1.3954161	-1.3954161	-1.1039754	-1.1039754	-1.1990229	1.4259574	1.1074029	1.2436067	1.8041604	1.1894401	1.9732728	1.2000979	1.4743294	1.1220217	1.2659252	2.0516045
LOC_Os05g49620	Os.55597.1.S1_at	WRKY	Salinity;Drought	--	--	6.8373350	-1.0365486	-1.1548153	-1.1548153	-1.1704293	-1.1704293	1.0974354	5.3017735	-1.0816047	-1.0551035	-3.9708073	-4.8181780	1.0914404	2.8484300	1.7301064	2.2340908	-1.9817340	-1.0880835
LOC_Os04g59510	Os.9618.1.S1_at	PHD	Drought	--	--	1.1169761	-1.2246900	-1.1744707	-1.1744707	-1.0409921	-1.0409921	-1.2464519	1.5189753	1.1854897	-1.0220488	1.6938674	1.3590355	2.6876159	1.0433927	1.7139647	1.2359364	1.5996916	1.3705623
LOC_Os02g47060	Os.53524.1.S1_at	WRKY	Drought	--	--	1.0732490	1.2200513	-1.0867565	-1.0867565	1.3904084	1.3904084	1.1727906	1.0283579	1.0765352	2.4117513	-1.0060992	1.0746025	1.0060713	1.4038541	-1.2009180	-2.4325414	-2.9264720	1.1978602
LOC_Os04g28120	OsAffx.14012.1.S1_at	Orphans	--	--	--	-1.0253377	1.0827695	-1.0034195	-1.0034195	-1.0052576	-1.0052576	-1.0174054	-1.1480154	-1.0063359	-1.0139956	-1.0052434	-1.0089011	-1.0800942	-1.0202125	-1.0813056	1.0262474	1.0094702	-1.0009623
LOC_Os07g39960	Os.55561.1.S1_at	C2H2	Salinity;Drought	--	FT872997	2.2975879	1.0063283	-1.2691566	-1.2691566	-1.0011659	-1.0011659	1.9029088	-1.1059245	1.6040354	-9.9305640	2.0213583	5.1643190	15.5115630	20.9700490	1.6857893	-2.8703728	-1.2594882	3.9185383
LOC_Os03g03560	Os.18178.1.S1_at	FHA	Drought	--	--	1.1738353	1.0447351	1.3150754	1.3150754	1.1235749	1.1235749	-1.0659522	-1.2674042	-1.0163908	-6.7697973	-1.0141097	1.0700856	-1.0364882	-1.6776546	-1.3695396	-1.1294158	-1.3256159	-2.0040529
LOC_Os06g17280	Os.53666.1.S1_s_at	PHD	Drought	--	--	-1.0972307	-1.3685421	1.1053840	1.1053840	1.0292482	1.0292482	1.1005056	1.5324662	1.3991150	1.0190650	1.4615940	1.5035354	1.2938296	1.4368345	1.1034923	1.5131228	2.1003249	3.1550293
LOC_Os02g09480	OsAffx.11956.1.S1_at	MYB	Salinity;Drought	--	--	2.2538610	3.5985203	1.4825038	1.4825038	1.1058590	1.1058590	1.2058051	2.5931652	1.2413248	-1.3371794	5.3790503	3.4772732	-5.6435523	-1.4008822	-1.2253506	-1.1735042	-5.4688807	-4.4021940
LOC_Os03g27900	OsAffx.13086.1.S1_at	Tify	--	--	--	-1.0131323	-1.0093638	-1.0014510	-1.0014510	-1.0008054	-1.0008054	-1.0034890	-1.0386500	-1.0045185	1.0041975	1.0008739	-1.0029813	-1.0078802	1.0113190	1.0005336	1.0032742	-1.0034842	-1.0037273
LOC_Os05g34780	Os.27987.1.S1_at	SWI/SNF-BAF60b	--	--	--	-1.0099914	1.1401348	-1.0679960	-1.0679960	1.0613734	1.0613734	-1.1303042	1.0575726	-1.0068156	-1.2401158	-1.0193863	-1.0123484	-1.0066386	-1.0057818	-1.0166723	1.0157608	1.0026933	-1.0033398
LOC_Os05g39790	OsAffx.29842.1.S1_at	FAR1	--	--	--	-1.0176973	1.0533079	-1.0002165	-1.0002165	-1.0031730	-1.0031730	-1.0053997	-1.0357529	-1.0051842	1.0106685	-1.0091578	-1.0258889	-1.0105898	-1.0073650	-1.0355464	1.0131105	1.0087614	1.0001606
LOC_Os09g06890	OsAffx.29738.2.S1_at	TRAF	--	--	--	-1.0046921	-1.0462596	1.0047002	1.0047002	-1.0045723	-1.0045723	-1.0060066	-1.0381494	-1.0007743	1.0014659	-1.0209373	-1.0118598	-1.0370904	1.0221094	1.0025169	1.0047770	1.0011452	-1.0004878
LOC_Os07g38240	Os.9772.1.S1_at	C2H2	Salinity;Drought	--	--	1.0769387	-2.3093112	-1.0628889	-1.0628889	1.1212479	1.1212479	1.1820469	-1.7055020	1.0898908	-1.1444180	-1.9391721	-1.5197729	-1.3376219	-1.0717950	-1.0426099	-2.1364696	-2.0896835	-1.4661989
LOC_Os08g40900	Os.48218.1.S2_at	ARF	--	AG023858	--	-1.0346979	-1.9674499	-1.2315510	-1.2315510	1.0900620	1.0900620	1.0077232	1.3908919	1.1922934	1.2600954	1.3284578	1.2416294	1.8900380	1.5585369	1.5063270	-1.3992221	1.1213286	-1.2268561
LOC_Os07g13920	OsAffx.5322.1.S1_at	NAC	--	--	FT929420	1.0067086	1.0159165	-1.0058401	-1.0058401	-1.0018528	-1.0018528	-1.0053034	1.0455347	-1.0070403	-1.0507151	-1.0055571	-1.0085459	-1.0151843	1.0558562	-1.0269100	1.0818757	1.0819851	1.0029162
LOC_Os08g41150	OsAffx.21997.5.S1_at	TRAF	--	--	--	-1.0147983	1.0150546	1.0011133	1.0011133	-1.0001105	-1.0001105	-1.0007532	-1.1126446	-1.0046909	1.0114795	-1.0038288	-1.0009464	-1.0194447	-1.0026982	-1.0469298	1.0071588	1.0063008	1.0015433
LOC_Os04g39470	OsAffx.14205.1.S1_at	MYB	--	--	--	-1.0093896	1.0229629	1.0010316	1.0010316	-1.0003569	-1.0003569	-1.0015410	-1.0276486	-1.0019199	1.0074664	-1.0014769	1.0144519	-1.0050195	-1.0014532	-1.2750355	1.0046325	1.0056655	-1.1257533
LOC_Os01g09760	Os.45934.3.S1_x_at	MYB-related	Salinity;Drought	--	--	1.1568992	-2.2124019	-1.2236038	-1.2236038	-1.0773080	-1.0773080	1.0019481	2.3843540	1.3079400	-1.1083506	1.6123939	1.5762689	2.9401965	3.2392683	2.4671990	-1.0640073	1.3499940	1.1177808
LOC_Os09g27060	Os.6189.1.S1_s_at	SNF2	Drought	FT891294;FT873492;FT877363	--	-1.7726033	-1.3435515	1.5654163	1.5654163	1.5002819	1.5002819	-1.0755609	1.0485169	1.0978571	-1.0462192	1.5865318	1.0101838	1.2351809	-1.0307829	-2.4636643	-1.2663203	-1.3688049	-1.4645450
LOC_Os11g03420	Os.16784.1.S1_at	zf-HD	Salinity;Drought	--	--	-1.3289545	-2.4945638	-1.3839681	-1.3839681	-1.0791833	-1.0791833	-1.1343651	1.2238051	-1.6552545	1.0277568	-3.3909960	-3.5094478	-3.2361305	1.5260521	-2.5959940	-2.1712610	-2.6743581	-1.2525859
LOC_Os03g28940	Os.4695.1.S1_s_at	Tify	Salinity;Drought	FT878813	--	1.8305541	2.6494415	-1.6580225	-1.6580225	-1.0973006	-1.0973006	2.2573645	2.5053518	-2.4252300	-3.2783563	-1.1650338	-1.9369565	2.5330010	2.0439513	1.8178228	-1.7042016	-3.0273094	-1.8061590
LOC_Os04g41560	Os.12805.1.S1_at	DBB	Drought	--	--	-1.2391332	-1.0735769	-1.9976414	-1.9976414	-1.4818330	-1.4818330	-1.7285607	-1.1574607	-1.1750560	3.1897147	-1.1627387	-1.0589608	-1.9631584	-6.6960173	1.1336110	-7.0068054	-2.4123027	6.2671604
LOC_Os02g15760	OsAffx.2630.1.S1_at	bHLH	--	--	--	-1.0196275	1.0252033	-1.0017984	-1.0017984	-1.0011722	-1.0011722	-1.0021609	-1.0252293	-1.0014010	1.0177704	-1.0026251	-1.0065225	-1.0071579	-1.0060816	-1.0235445	1.0032917	1.0036873	1.0028732
LOC_Os08g33910	Os.53506.1.S1_at	NAC	Drought	--	FT880889;FT880854;FT880698;FT880563;FT892467	1.7370580	-1.0493646	1.1919922	1.1919922	1.0044914	1.0044914	1.0000931	-1.0936793	-1.0095536	1.0082352	-2.4159212	-1.2647266	-4.7197375	-1.2864403	1.0182173	-1.3964448	-1.0338125	1.0046786
LOC_Os01g48446	Os.32252.1.S1_at	NAC	Salinity;Drought	--	--	2.4368305	1.1183243	-1.1029809	-1.1029809	1.3575985	1.3575985	1.5781107	2.8559900	1.2559800	-8.0773080	-1.1023631	-1.0560799	5.3844300	18.3727260	1.6324556	1.3603510	-1.5173943	1.4125663
LOC_Os02g49440	Os.4185.1.A1_at	C2C2-Dof	Drought	--	--	-1.1095332	-1.7507302	1.1499897	1.1499897	-1.3269000	-1.3269000	-1.1910688	1.1081182	1.1073248	3.3496623	-1.7678252	-2.5207038	-2.6328201	-10.9102110	-2.8750750	-15.6104540	-9.8878210	-1.0206226
LOC_Os02g12820	OsAffx.12011.1.S1_at	bHLH	--	--	--	-1.0152848	1.1023028	1.0083965	1.0083965	-1.0010793	-1.0010793	-1.0064658	-1.0856289	-1.0293812	1.0156877	-1.0135067	-1.0131913	-1.0933551	-1.0314463	-1.0699285	1.0106702	1.0082512	1.0022649
LOC_Os04g44670	Os.6539.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	2.4039779	-1.4202034	-2.0666880	-2.0666880	-2.0781472	-2.0781472	-1.6370860	2.6093204	-1.8046286	-2.6213517	-3.0420907	2.3075370	-1.4972813	-1.0170914	2.5505035	-7.9743967	-7.5603137	-1.5728383
LOC_Os08g06630	Os.3407.1.S1_a_at	Sigma70-like	Drought	FT929123;FT929122;FT901398;FT901396;FT901385;FT901381;FT901380;FT901308;FT901307;FT901287;FT900882;FT920869;FT900422;FT900421;FT900395;FT900389;GS901406;AG024101;AG023169;ER893836;CU316933	--	-1.5310433	1.1485531	1.3578264	1.3578264	-1.0643640	-1.0643640	1.2309818	-1.1130707	1.5820562	6.5718055	1.0655397	1.3828260	-1.1776708	-2.2078870	2.0867841	2.0703895	6.1476300	2.0734830
LOC_Os12g05940	OsAffx.8606.1.S1_s_at	FAR1	--	FT894656;AG214800;AG214783;ER893783;CU319234;CU317661;CU320789	--	-1.0115399	1.1851846	-1.0002568	-1.0002568	-1.0013562	-1.0013562	-1.0017711	-1.1323521	-1.0044360	1.0094844	-1.0030882	1.0041355	-1.0229809	-1.0031685	-1.0062766	1.0083914	1.0102897	1.0008286
LOC_Os03g10810	OsAffx.25045.1.S1_at	GNAT	Salinity	--	--	8.6512170	-1.0185091	-1.0015120	-1.0015120	1.0001240	1.0001240	-1.0011487	-1.0263063	-1.0048008	-1.1079236	-1.0370789	-1.1856619	1.7148095	-1.1951835	-1.1826493	-1.6628671	1.0037612	1.5399059
LOC_Os03g07830	OsAffx.12772.1.S1_at	AP2-EREBP	--	--	--	-1.0149856	1.0210253	1.0003067	1.0003067	-1.0052245	-1.0052245	-1.0021280	-1.1694416	-1.0161424	1.0124896	-1.0084493	-1.0001702	-1.0365274	-1.0291597	-1.0524887	1.0544019	1.0054675	1.0067397
LOC_Os01g65900	Os.9902.1.S1_at	GRAS	Drought	--	FT926231	1.2437870	1.4476811	1.0202179	1.0202179	1.1923422	1.1923422	1.4443280	1.4505726	1.2908430	-1.2656616	-1.6485037	-2.7300694	-1.4575635	1.0930558	-1.4769022	1.0549487	-1.0539427	2.0546280
LOC_Os05g44020	Os.52467.1.S1_x_at	GNAT	Salinity;Drought	--	--	-1.3667394	-2.1380963	-1.0569894	-1.0569894	-1.0026875	-1.0026875	1.1204265	1.1779257	1.0265743	2.2345540	-1.0923246	-1.1468693	-2.0545416	-7.4020380	-1.4825970	1.6439611	2.4640296	2.5162710
LOC_Os03g07880	Os.3426.1.S1_at	CCAAT	Drought	--	--	-1.1514452	-1.1012692	1.3595934	1.3595934	1.8470390	1.8470390	1.5696889	-1.1323432	1.3997442	3.2988036	2.1983252	3.0801983	4.6221550	3.8632386	3.6990538	1.9700420	1.2569572	1.9187407
LOC_Os04g46580	Os.52683.1.S1_at	SBP	--	FT928201	--	-1.0054214	1.1153917	1.0093426	1.0093426	1.0050920	1.0050920	-1.0049274	-1.0709451	-1.0670527	-1.0626068	-1.0018927	1.0039248	-1.0745194	-1.2288790	-1.1857792	1.0197576	1.0227159	1.2135876
LOC_Os08g08120	Os.11132.1.S1_s_at	Orphans	Salinity;Drought	--	--	-1.0994781	1.1188023	-1.0505406	-1.0505406	1.3376502	1.3376502	1.0552309	24.6696320	-1.1634225	1.5071458	-1.1732118	-2.3680277	-2.0020258	-2.7703803	-2.8389297	-1.1034727	1.8508584	-1.1976726
LOC_Os06g46270	Os.51762.1.S1_at	NAC	Salinity;Drought	--	--	1.4457092	-2.5806503	-1.0591182	-1.0591182	-1.0692141	-1.0692141	-1.0614555	1.3660768	-1.1780175	1.4144108	3.1540790	-3.9984806	5.7243724	5.4095387	3.4576685	-2.9754736	-3.7987630	1.1182927
LOC_Os11g29870	Os.55827.1.S1_at	WRKY	Salinity;Drought	--	--	5.9067850	3.0621930	-2.2574325	-2.2574325	1.4530368	1.4530368	1.0511948	5.0517416	1.1419882	-5.0641110	-1.4990745	-2.4765420	5.3231460	93.8542100	2.9797880	1.9334190	2.0808036	-1.0835433
LOC_Os01g62510	OsAffx.9554.1.S1_at	WRKY	--	--	--	1.0147603	1.0398031	-1.0931275	-1.0931275	-1.0006547	-1.0006547	-1.0745250	-1.3686000	-1.0037729	1.0275633	-1.0115747	-1.0362264	1.1293840	-1.0685346	1.1523848	1.0393541	-1.0021261	-1.0059587
LOC_Os08g39390	OsAffx.17417.2.S1_x_at	C2H2	--	--	--	1.7403536	1.0591843	1.0954304	1.0954304	1.0292139	1.0292139	-1.0028611	-1.0413352	-1.0711787	-1.1274058	-1.0033065	-1.0099235	-1.0572506	1.0603691	1.0172879	1.0140122	1.0098827	1.0150012
LOC_Os05g46780	Os.12959.1.S1_at	FHA	Drought	--	--	-1.1987493	-1.8428671	1.0464705	1.0464705	-1.0059279	-1.0059279	-1.0100677	1.1378529	1.2632357	1.2367036	1.9461207	1.9245019	1.4710393	1.8587452	1.5061772	3.3402605	2.5327036	2.9134300
LOC_Os05g46610	OsAffx.4639.1.S1_at	MYB	Salinity;Drought	--	--	-2.0049374	1.3899105	1.4681165	1.4681165	-1.0706434	-1.0706434	1.3686090	1.9701492	-1.3284062	1.8349729	1.1143304	3.6346607	2.3280394	-1.3415337	-1.0413536	-5.0167770	-1.4557215	-9.9526910
LOC_Os04g34970	OsAffx.26337.1.S1_at	AP2-EREBP	Salinity;Drought	--	--	2.6493351	1.0012703	-1.1184388	-1.1184388	-1.0111330	-1.0111330	1.0074818	5.4357440	-1.0344666	-3.8001575	-1.0036993	1.0194956	1.0082660	41.8766980	1.0021852	10.9449070	1.0783811	-1.0034275
LOC_Os05g32180	Os.49440.1.S1_at	GNAT	Drought	--	--	1.0999168	1.2194542	-1.0478063	-1.0478063	-1.0108457	-1.0108457	-1.2559525	-1.4323459	1.2380683	1.4626815	1.4600698	1.5175734	1.7991873	1.2600456	1.6580150	1.4959720	1.1167791	3.1710155
LOC_Os08g34360	Os.54786.1.S1_at	AP2-EREBP	Drought	--	--	1.1249541	-1.0329878	1.0868564	1.0868564	1.1964896	1.1964896	1.0071402	-1.0410184	1.2957325	-1.0108937	1.0030857	1.0011636	-1.0100826	1.0158454	-1.0348587	7.7586570	2.4581184	-1.0070562
LOC_Os11g40490	OsAffx.31407.1.S1_at	TRAF	--	--	--	-1.0490519	1.1239334	-1.0012788	-1.0012788	1.0257556	1.0257556	-1.0145673	-1.4657226	-1.0112357	1.0280992	-1.0141438	-1.0133466	-1.0878897	-1.0408600	-1.0646354	1.0447750	1.0113591	1.0049300
LOC_Os03g14270	OsAffx.18167.2.S1_at	LOB	Drought	--	--	-1.0150903	-1.0211818	-1.2489479	-1.2489479	-1.1384722	-1.1384722	-1.0543917	-1.0742193	-1.0505089	-1.0241985	-1.0586482	-1.0414107	-1.0116696	-1.0227334	-1.0811986	-1.0402169	-1.0167826	-2.2840922
LOC_Os02g33610	Os.50951.1.S1_at	Trihelix	Salinity;Drought	--	--	-1.3302388	-1.1694947	2.3394864	2.3394864	2.1324446	2.1324446	1.8218924	-4.9544926	1.9783860	1.4145172	1.2293520	1.4001538	-1.0613945	-1.0064310	1.7570198	2.5417035	2.1998346	1.9682310
